Dataflow,FREQ:Frequency,BORROWERS_CTY:Borrowers' country,TC_BORROWERS:Borrowing sector,TC_LENDERS:Lending sector,VALUATION:Valuation,UNIT_TYPE:Unit type,TC_ADJUST:Type of adjustment,TIME_PERIOD:Time period or range,OBS_VALUE:Observation Value,COLLECTION:Collection Indicator,UNIT_MULT:Unit Multiplier,UNIT_MEASURE:Unit of measure,TITLE_TS:Title (tseries level),OBS_STATUS:Observation Status,OBS_PRE_BREAK:Pre-Break Observation,OBS_CONF:Observation Confidentiality
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1988-Q4,72,E: End of period,0: Units,367: Per Cent,Spain - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1989-Q1,71.5,E: End of period,0: Units,367: Per Cent,Spain - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1989-Q2,74.2,E: End of period,0: Units,367: Per Cent,Spain - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1989-Q3,73.6,E: End of period,0: Units,367: Per Cent,Spain - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1989-Q4,75,E: End of period,0: Units,367: Per Cent,Spain - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1990-Q1,74.7,E: End of period,0: Units,367: Per Cent,Spain - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1990-Q2,75.8,E: End of period,0: Units,367: Per Cent,Spain - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1990-Q3,76,E: End of period,0: Units,367: Per Cent,Spain - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1990-Q4,75.6,E: End of period,0: Units,367: Per Cent,Spain - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1991-Q1,76.2,E: End of period,0: Units,367: Per Cent,Spain - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1991-Q2,77.1,E: End of period,0: Units,367: Per Cent,Spain - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1991-Q3,76.9,E: End of period,0: Units,367: Per Cent,Spain - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1991-Q4,77.5,E: End of period,0: Units,367: Per Cent,Spain - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1992-Q1,75.4,E: End of period,0: Units,367: Per Cent,Spain - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1992-Q2,76,E: End of period,0: Units,367: Per Cent,Spain - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1992-Q3,76.4,E: End of period,0: Units,367: Per Cent,Spain - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1992-Q4,77.9,E: End of period,0: Units,367: Per Cent,Spain - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1993-Q1,77.3,E: End of period,0: Units,367: Per Cent,Spain - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1993-Q2,78.3,E: End of period,0: Units,367: Per Cent,Spain - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1993-Q3,78,E: End of period,0: Units,367: Per Cent,Spain - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1993-Q4,78.6,E: End of period,0: Units,367: Per Cent,Spain - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1994-Q1,76.6,E: End of period,0: Units,367: Per Cent,Spain - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1994-Q2,76.3,E: End of period,0: Units,367: Per Cent,Spain - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1994-Q3,75.1,E: End of period,0: Units,367: Per Cent,Spain - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1994-Q4,74.8,E: End of period,0: Units,367: Per Cent,Spain - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1995-Q1,81.8,E: End of period,0: Units,367: Per Cent,Spain - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1995-Q2,81.5,E: End of period,0: Units,367: Per Cent,Spain - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1995-Q3,80.3,E: End of period,0: Units,367: Per Cent,Spain - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1995-Q4,79.8,E: End of period,0: Units,367: Per Cent,Spain - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1996-Q1,78.6,E: End of period,0: Units,367: Per Cent,Spain - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1996-Q2,79.3,E: End of period,0: Units,367: Per Cent,Spain - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1996-Q3,78.5,E: End of period,0: Units,367: Per Cent,Spain - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1996-Q4,79.5,E: End of period,0: Units,367: Per Cent,Spain - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1997-Q1,79.8,E: End of period,0: Units,367: Per Cent,Spain - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1997-Q2,81,E: End of period,0: Units,367: Per Cent,Spain - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1997-Q3,81.8,E: End of period,0: Units,367: Per Cent,Spain - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1997-Q4,82.7,E: End of period,0: Units,367: Per Cent,Spain - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1998-Q1,83.5,E: End of period,0: Units,367: Per Cent,Spain - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1998-Q2,86.1,E: End of period,0: Units,367: Per Cent,Spain - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1998-Q3,86.4,E: End of period,0: Units,367: Per Cent,Spain - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1998-Q4,88.7,E: End of period,0: Units,367: Per Cent,Spain - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1999-Q1,92.5,E: End of period,0: Units,367: Per Cent,Spain - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
BIS:WEBSTATS_TOTAL_CREDIT_DATAFLOW(2.0): BIS long series on total credit,Q: Quarterly,ES: Spain,P: Private non-financial sector,A: All sectors,M: Market value,770: Percentage of GDP,A: Adjusted for breaks,1999-Q2,99.3,E: End of period,0: Units,367: Per Cent,Spain - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,A: Normal value,,F: Free
